id,title,price,description,listing_url,main_image_url,additional_image_urls,brand_or_make,model,year,condition,category
2023-ford-f-150-xlt-2-7-turbocharger,2023 Ford F-150 XL 2.7 Turbocharger,19900,2023 Ford F-150 XL 2.7 Turbocharger   Bed 6.5’. Great condition   Smell new   Minor damage   Picture on our website BocapowersportsRebuilded title. Cash only BODY STYLEExtended Cab PickupEXTERIOR COLOROxford WhiteINTERIOR COLORBlack W/Medium Dark SlateFuel EconomyCITY/HIGHWAY20/26 MPGENGINERegular Unleaded 2.7 L EcoBoostTRANSMISSIONAutomatic / RWDFUEL TYPEGasoline Fuel. Ready to everything,https://www.bocapowersports.com/product-page/2023-ford-f-150-xlt-2-7-turbocharger,"https://static.wixstatic.com/media/b4963b_7eda3a48eca44ea592b290a1c4376e38~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_ae74bc92dbd74cea8eee56ce0fd6c37a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_20cb0564102c4c978cfe28895cd78fb6~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_7dbcd41023e94a19884121c72c0d4469~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_1a4a9514e8214c969a114cf30b9b0ac2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_41d3db91af39456daf068b86503dab2e~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_4e65cb42f9d549678ca24a18841817d0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_03e554b7dc6c4c2695c8631062bdf6fc~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_917d5736d7ce444588f5e9095f0eaeb0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_42a1c55ee26a428691ba22968d08df1c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_945f3b525328462991988e54915aca84~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_75c02d83b612449e9482202f1a16a342~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_238ffbd721aa46d78788c6af6acb43cf~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_992ce71ecd5f495ca44771b82a27524b~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_f8df0d75bf11497baefac1298a91bf1af003.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Ford,F-150 XL 2.7,2023,new,motorcycle/powersports
robalo-2440-caddy-cabin,1994 Robalo 2440 caddy cabin,16900,"Great condition. All original 1994 engines, hull and trailer. One owner. Two  2 Liters Merc two strokes . Great both engines compression around 110. Starts easily. Cabin in great condition, All cushions like new. Toilet, Kitchen, Autopilot, Bimini top, GPS/Fishfinder. Canyon Electric down rigger  prewired with control on dashboard.  Trailer in great condition. Electric breaks. New tires. The boat just came from Cleveland OH on this trailer. The OH registration till 2028. you can find the video here.",https://www.bocapowersports.com/product-page/robalo-2440-caddy-cabin,"https://static.wixstatic.com/media/b4963b_3dd3cdab1a9d41ef854d8ea0f0fe3ba2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_6262d649932c47c9b40042e0e43dc5b3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_4e6b9013b10547ccb77585e6ae7cb2fd~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_b3458b44f88e499bb025cdd4ea6a7ac5~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_bc9604658aa84ea9b06f6e07eed0dee6~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_e619efee4e644f77a219a757d7a62400f003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_e15efb2a5adb42b1923407d705024265f003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_00aa6f1d989a415d9c549d294bfe128c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_5ed7c929ce5147888ac58c51ec7a672f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_5f76a1ad05f943969d51691f8bf99835f002.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_54c9814cd74740559c4a2bd1618441f6f002.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_dafb634699c44e3185eaad2e2957e8a4~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_30c6e71f40ef4a6695d80cf1df35e732~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_66aa942ecfc04fd782f2d05ae1234e96f002.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_6e9ddcc1e57a4ce290c61cd8a623392d~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",Robalo,2440 caddy cabin,1994,new,boat
2021-ford-f-59amazon-27-605-mi,"2019 Ford E-450 Fedex  27,605 mi",39900,2019 Ford Super Duty E-450 Stripped Chassis DRW148000miRWD6.2L 8 CylFlexAutoClothWe finance Fedex contractors.  Call us we have more trucks,https://www.bocapowersports.com/product-page/2021-ford-f-59amazon-27-605-mi,"https://static.wixstatic.com/media/b4963b_f4659ed83043413aa8672d43e4cd727a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_200fb4d4138e40b5b8068b24658ee409~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_ccfda5670f5444edb9229b7508f598be~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_f5dc71061fce4bc4a81774ae9da6bdf5~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_84eec36476d747f7b0a6edd01c3968e2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_144a68278c62401799f703a1f3147bf4~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_3b338ab596af47d5a3ef1e504e6b65a8~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_30cf4768a5754ad1a9050ca40ce97eef~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_ecf4c1e670f243609a49937658b90db9~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_9e21f45dbe504a7d90ffbc9bec597ae0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_eef55dc01fda4d0098db67595671dd35~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Ford,"E-450 Fedex 27,605",2019,,motorcycle/powersports
2021-ford-f-59amazon-20-605-mi,2020 Ford F-59 FedEx ready,59900,2020 Ford F-59 1F65F5KN2L0A0586474000milesRWD7.3L 8 CylGasAutoClothWe finance Fedex contractors.  Call us we have more trucks,https://www.bocapowersports.com/product-page/2021-ford-f-59amazon-20-605-mi,"https://static.wixstatic.com/media/b4963b_3b8f22f5cbc04ebca329ba0fa4b1c0cb~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_b6e4674f502e4fe4913012e13e769726~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_ab9da8606bd34ee9920a4594ec41b720~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_32fb41ba33a04f9f8284d8a145ff1573~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_9d5c75baa4f049fe949e23f466e4d4db~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_d8aea8a5d81a4efaab24a53ce3e18fd2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_05d80d6902ff4dc18597c6acb7a2b213~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0c70aba68af44d89b0a997d754562ceb~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_4ce131570b064ee79c64869be73e9863~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_5472c25470b04e25819ec8d5fe921a0e~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_a3e30c4ca9574372866dd04b47f7693e~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_464b509edd2b4877945e6f6ce02f65e0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_91145bec9c6742bd9db806e0a023ddfb~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_25878421647d4137b39be8431b15ca11~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_42a50271ab164eb5addba9bba72d04ef~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Ford,F-59 FedEx ready,2020,,truck/van
harricane-fun-deck-196-w-yamaha-115hp-320-hours,2011 Harricane Fun Deck 196 w/Yamaha 115HP 320 hours,13900,"Do you want family fun?. It’s here. 2011 Hurricane Fun Deck 196 w/Yamaha 115HP four stroke 350 hours. 35mph. What you want : Fishing or Towing wakeboard or just getting sand bar fun. Included :Toilet   Two coolers, Trailer 2011 in great condition. Just came from NC Lawerence fish finder. 10 people capacity On a trailer, all works, perfect boat. Price firm",https://www.bocapowersports.com/product-page/harricane-fun-deck-196-w-yamaha-115hp-320-hours,"https://static.wixstatic.com/media/b4963b_3fb0ba2ca1bc4e7d9e6fb65c92bafd3e~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/b4963b_477be3eddfac42bfb639a8b57f91f968~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_15b0ec297d574af19f98e4a2b319f4af~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_d79887acef1749758772712237159f7a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_ba4097861cc8434cbf8e09008acebdb1~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_06d8385aa210476a84ef63da86e85198~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_f2dd58cadd0142bfb1c5844e444f0580~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_bae124dede9b4217acc3a43fb4f2e1ce~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_04e310700d4345b8ba15fe05dfa62873~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_59e3351e9831406e9307fd0ff66220b5~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_d8f73932f94740dc968233c07c7d9336f003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_8b9af0d209a3451d9f9a45565af2f0a3f003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_aa66502d88f14630be4156c360ea954b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Harricane,Fun Deck 196,2011,,boat
2013-mini-cooper-3d-4c-automatic,2013 Mini Cooper 3D 4C Automatic,4900,2013 Mini Cooper 3D 4C Automatic Great condition. New tires. Maintenance done. We finance.,https://www.bocapowersports.com/product-page/2013-mini-cooper-3d-4c-automatic,"https://static.wixstatic.com/media/b4963b_fb68bf23fe3a4e328d5d16d287e4bff7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_50c5f2463ce64246945b7ebcd0a37ce4~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_253db2345b094df29f52821a07db815d~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_e0d23ff048fb4990afafc97712649ac3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_197348b6c08a4f25a54c14311a02213c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_b19b39164b3d4cbcb8c906adb1aac53c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_f4ca4d5e03ac4aec8f5bf9e34d32483df003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0f3ec4cc24144b37a0986448b88577d8~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_10b86e97ada643b3aa86a32ae9e77779~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_610f3cf9a1e04c898520af6a4bb8b662~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_18bc00f275f64bf282cc838f356941f5~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_be17c275c6a0477294857747efeafb23~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_c9f08b940100466083d000450248fd2f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_9cb6e927bf3944db844438a17b53cf66~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_3be76714ab834f629cbd7a92c87e0807~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Mini,Cooper 3D 4C,2013,new,car
ynmar,2014 Hipower Generators HYW-45-T6 HIPOWER CEM7 40 kW 50 kVA,13900,"2014 HipowerGeneratorsHYW-45-T6HIPOWER CEM7 40 kW 50 kVAOnly 6000 hours ,  BOS, Manual included40 KW HIPOWER Diesel Generator 50 KVA, Three phase, Open type, EPA compliant, HYW-45-T6, Brand New, 2 Years Warranty YANMAR 4TNV98T, Turbocharged Heavy duty diesel engine, 4 stroke, 4 Cylinders, 1800RPM, Liquid cooled, Electronic governor, U.S. EPA / CARB Tier i4 compliantSTAMFORD CUMMINS UCI224D, 12 Leads brushless alternator. IP23 drip-proof protection, Insulation class H. Electronic Automatic voltage regulationSCHNEIDER, Main line circuit breaker, 3pole, set mounted, wired and maximum output rated for complete generator protection. CSA and UL LISTEDHIPOWER CEM7, Digital auto-start/stop control panel. All genset parameter, alarms and control functions. CE listedHIPOWER DAY TANK, Incorporated metallic fuel tank with electronic level sensing, single wall. Daily autonomy: 100L (26 gal) (10 hours runtime autonomy @ 75% load) BRAND NEW AND FULLY PACKAGED DIESEL GENERATOR SET INCLUDES STANDARD:Open skid typeAUTO start/stop control feature included for remote start via 2-Wire dry contactU.S. EPA / CARB TIER i4 compliant engine as per current U.S. Environmental Protection Agency regulationsEngine Governor and Regulation: Electronic Isochronous for extremely accurate +/-0.5% speed regulation12 lead reconnectable Alternator, brushless, single bearing, IP23 drip proof protection, Insulation class H/H, AVR, AS480, +/- 1.0% regulationRadiator rated for T° of 50°C [122°F] max with mechanical fanMicroprocessor based control panel12V charging alternator and 12V electrical starter motor12V charged DC starting battery with electrolyte and cables12V charged DC starting battery quick disconnect switch15dB(A) Industrial class silencer mounted and installed on the engineCartridge type Heavy duty 2-stage Dry type Air filter, Fuel filter and Oil filter spin-on elements installedMechanical Oil elevation pump for effortless maintenanceMechanically welded chassis with anti-vibration isolatorsEach unit prototype and individually factory load bank tested prior to shipping in ISO9001:2008 Quality Controlled facilitiesUser guide, commissioning and maintenance manual. Wiring diagrams included. (English, Spanish or French)The generator accepts 100% rated load in one step as per NFPA110 and meets ISO8528-5 class G-3 for transient responseMany options available: Aluminum enclosures, UL142 listed fuel tanks, UL1008 automatic transfer switches, Remote annunciators and MoreCompliant with ISO3046, ISO8528, BS4999, BS5514, BS5000PT99, AS1359, IEC34, UTE5100, VDE0530 and ISO9001:2008                               GENERATOR POWER RATINGS, DIMENSIONS AND WEIGHT:STANDARD POWER RATINGS: 44 KW (55 KVA) STANDBY, 40 KW (50 KVA) PRIME, 60 HZ, 1800 RPM, 3 PHASE, 0.8 PFSTANDARD VOLTAGES AVAILABLE: 208/120V, 220/110V, 220/127V, 230/115V, 240/120V, 240/139V, 416/240V, 440/254V, 460/265V, 480/277VDIMENSIONS OPEN TYPE: 1653mm [65.07in] x 810mm [31.88in] x 1254mm [49.37in], 730kg [1609 lbs] NetDOWNLOADS &amp;amp; WARRANTY",https://www.bocapowersports.com/product-page/ynmar,"https://static.wixstatic.com/media/b4963b_d6edd6c69e9e4edfbb0591120da65d8bf003.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_da4a771826654734ab9f538c3b51a29a~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_1bb18ae3e6364f5599680c8147ed613f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_eeaf9a968313482183c567d60770edfaf003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_90111d1624764a808103e131ac4fcb23~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_28ff836c7da843619478cb73452cad82~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_9383be76140b44a7b36f48473aea2a8cf002.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_ac819a196c6c47b48453f2eaf994101d~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_a6e86a5144a64e6ba9f84aedf1a55311~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_6ab219f701554d17a4648fbff48a9638~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0bba298a5ffe4677ae7adc3bc18ae515~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_6890407d48074d308d8e787999907a24~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_56dcf044a4604235a2c25a6330bef0a6~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_7ba266cc99bf4c108fe1862b832cb031~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_749a084ae429457caf5fcd3e22ef6110~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Hipower,Generators HYW-45-T6 HIPOWER,2014,new,motorcycle/powersports
2018-nissan-versa-s,2018 Nissan Versa S ready to Towing,3900,Ready to tow. Towing equipment installed $5k value. Manual transmission. We finance. Video on YouTube channel bocapowersportshttps://youtu.be/tjryk09_i0k?si=YpwWcYYHvpDZtmYz,https://www.bocapowersports.com/product-page/2018-nissan-versa-s,"https://static.wixstatic.com/media/b4963b_15dac3030e3e41899a2cb1a510d83828~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/b4963b_bf4d35bad8794a029bf667d33cc3ae46~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_64ed8c4483874defbafa8ddbb970486d~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_08e129ac3c294af59fde92ac8097cda5~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_0165438c5d6a4be5879d54ad2755a820~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_8d65df4bad894e39a3e7499e706453cc~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_1ed0bd33ba1244a38808ddadbe2c9e41~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_d4676fabdbd84b72966d2153cf16ff9a~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_961271b8f2f7454385a9a340e7d67745~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_00eb13354bb34642bde7d6f0ecd3817c~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_5190a075ef3d4143bc6db31a75a10d06~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_731dafc07985429b9066516735ce25af~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_f2791b6c74a14fe6ab68679ff904e4c0~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_48439ab41acc474694093a8cdfa49823~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_93b1b23a80734105b3e981fd9dac526df003.jpg/v1/fit/w_500,h_500,q_90/file.jpg",Nissan,Versa S ready,2018,,car
2020-ford-f-59-1f65f5kn0l0a19228-70-605-mi-white,"2020 Ford F-59 1F65F5KN0L0A19228 70,605 mi White/--",55900,"2020 Ford F-591F65F5KN0L0A1922870,605 miWhite/--We finance Fedex contractors.  Call us we have more trucks",https://www.bocapowersports.com/product-page/2020-ford-f-59-1f65f5kn0l0a19228-70-605-mi-white,"https://static.wixstatic.com/media/b4963b_9cfb277bdd1841519e825cb86106dbec~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/b4963b_36479e9cf9014d10a4afe1c64e092224~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_ea14c0eabbab4db0b44041d929b93816~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_4e04e5c9b638415f9109357e17116313~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_b0b138e3de544258a678e833230d21c8~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_cf324fb35f6344deb371fc0de80587df~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_15d59068030e442a9d18686255bc49c2~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_9acc0c3d530141809ed2a758a672f83a~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_7f0ae3fec5194288be803d9e95d778fe~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_23c889814f6146c9b2b7df8042e08694~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_475f2b1220f0419f8ee4752ba58d6c42~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_6fbe7f3d20cb4bb19fb3a931b2a73e49~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_8078ac5c248f436aab1d5e2986695e3e~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_11afe7dcd65a408d8b91e40b43a6892a~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_50f3a428d4fe4586baf82e1eaa08baac~mv2.png/v1/fit/w_500,h_500,q_90/file.png",Ford,"F-59 1F65F5KN0L0A19228 70,605",2020,,truck/van
1978-chevrolet-corvette-1z87l8s401926-16-676mi-2wd-8-cyl-gasoline-auto-vinyl,"1978 CHEVROLET CORVETTE  1Z87L8S401926•16,676mi•2WD•8 Cyl•Gasoline•Auto•Vinyl",6900,"1978 CHEVROLET CORVETTE 1Z87L8S401926•16,676mi•2WD•8 Cyl•Gasoline•Auto•Vinyl",https://www.bocapowersports.com/product-page/1978-chevrolet-corvette-1z87l8s401926-16-676mi-2wd-8-cyl-gasoline-auto-vinyl,"https://static.wixstatic.com/media/b4963b_ea057203833347918f1002bc0688dfe1~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/b4963b_ff5469b1c40846048207a8532fe5ca20~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_188a2f5f9f1c4970a433ac875b73e4a0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_74b301d7ecb946e9b1aad406f485e051~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_48ea0cc3bde446dca0047ac50af08072~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_29a3118e3b3c46a7b2305b80799f615b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0541ddd5632b43d593eef4e3f8f8904a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_6ec9eed72bcf4371b1c9494952d68899~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_c35d3a1c60e847f98778126de3c477a3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_0f40600f6ea341768ec49225022d420c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_7c8afcd94a424fc88ad03d749ea24e6b~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_cb6d8db1d1c44492b4fe67f72f228732~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_df0ab1ff87614f25ad3025e2c6705e19~mv2.png/v1/fit/w_500,h_500,q_90/file.png|https://static.wixstatic.com/media/b4963b_0cdcc9472a02457bad5394960af56987f003.jpg/v1/fit/w_500,h_500,q_90/file.jpg|https://static.wixstatic.com/media/b4963b_29931ccc49874264aeab933f6dbbc087f003.jpg/v1/fit/w_500,h_500,q_90/file.jpg",CHEVROLET,"CORVETTE 1Z87L8S401926•16,676mi•2WD•8 Cyl•Gasoline•Auto•Vinyl",1978,,car
